time,EMA
2016-11-02,124.3867
2016-11-01,124.4204
2016-10-31,124.4412
2016-10-28,124.4477
2016-10-27,124.4719
2016-10-26,124.4846
2016-10-25,124.5226
2016-10-24,124.5766
2016-10-21,124.6367
2016-10-20,124.7134
2016-10-19,124.7608
2016-10-18,124.8134
2016-10-17,124.8758
2016-10-14,124.8735
2016-10-13,124.8763
2016-10-12,124.8911
2016-10-11,124.8969
2016-10-10,124.8946
2016-10-07,124.8560
2016-10-06,124.8385
2016-10-05,124.8010
2016-10-04,124.7594
2016-10-03,124.7272
2016-09-30,124.6755
2016-09-29,124.6025
2016-09-28,124.5402
2016-09-27,124.4736
2016-09-26,124.4305
2016-09-23,124.4320
2016-09-22,124.4173
2016-09-21,124.3838
2016-09-20,124.3591
2016-09-19,124.3515
2016-09-16,124.3370
2016-09-15,124.3389
2016-09-14,124.3112
2016-09-13,124.3092
2016-09-12,124.2784
2016-09-09,124.2066
2016-09-08,124.1757
2016-09-07,124.0902
2016-09-06,123.9599
2016-09-02,123.8480
2016-09-01,123.7469
2016-08-31,123.6439
2016-08-30,123.5496
2016-08-29,123.4449
2016-08-26,123.3329
2016-08-25,123.2414
2016-08-24,123.1431
2016-08-23,123.0359
2016-08-22,122.9068
2016-08-19,122.7794
2016-08-18,122.6487
2016-08-17,122.4938
2016-08-16,122.3508
2016-08-15,122.2007
2016-08-12,122.0283
2016-08-11,121.8513
2016-08-10,121.6449
2016-08-09,121.4581
2016-08-08,121.2725
2016-08-05,121.0787
2016-08-04,120.8801
2016-08-03,120.7089
2016-08-02,120.5486
2016-08-01,120.3865
2016-07-29,120.2070
2016-07-28,120.0374
2016-07-27,119.8521
2016-07-26,119.6557
2016-07-25,119.4507
2016-07-22,119.2329
2016-07-21,119.0201
2016-07-20,118.8292
2016-07-19,118.6197
2016-07-18,118.4348
2016-07-15,118.2416
2016-07-14,118.0458
2016-07-13,117.8380
2016-07-12,117.6625
2016-07-11,117.4994
2016-07-08,117.3606
2016-07-07,117.2330
2016-07-06,117.1330
2016-07-05,117.0347
2016-07-01,116.9456
2016-06-30,116.8438
2016-06-29,116.7492
2016-06-28,116.7063
2016-06-27,116.7073
2016-06-24,116.7438
2016-06-23,116.7311
2016-06-22,116.5765
2016-06-21,116.4580
2016-06-20,116.3189
2016-06-17,116.1841
2016-06-16,116.0727
2016-06-15,115.9742
2016-06-14,115.8798
2016-06-13,115.7773
2016-06-10,115.6693
2016-06-09,115.5414
2016-06-08,115.3939
2016-06-07,115.2341
2016-06-06,115.0819
2016-06-03,114.9363
2016-06-02,114.7852
2016-06-01,114.6211
2016-05-31,114.4698
2016-05-27,114.2955
2016-05-26,114.1323
2016-05-25,113.9722
2016-05-24,113.8210
2016-05-23,113.7215
2016-05-20,113.6448
2016-05-19,113.5588
2016-05-18,113.5087
2016-05-17,113.4185
2016-05-16,113.3158
2016-05-13,113.1874
2016-05-12,113.0846
2016-05-11,112.9616
2016-05-10,112.8344
2016-05-09,112.6880
2016-05-06,112.5813
2016-05-05,112.4732
2016-05-04,112.3984
2016-05-03,112.3578
2016-05-02,112.3182
2016-04-29,112.2596
2016-04-28,112.1891
2016-04-27,112.0990
2016-04-26,111.9526
2016-04-25,111.8256
2016-04-22,111.7003
2016-04-21,111.5774
2016-04-20,111.4393
2016-04-19,111.3494
2016-04-18,111.2916
2016-04-15,111.0959
2016-04-14,110.9092
2016-04-13,110.7278
2016-04-12,110.5415
2016-04-11,110.3772
2016-04-08,110.2155
2016-04-07,110.0491
2016-04-06,109.8969
2016-04-05,109.7132
2016-04-04,109.5262
2016-04-01,109.3022
2016-03-31,109.0665
2016-03-30,108.8432
2016-03-29,108.6640
2016-03-28,108.4665
2016-03-24,108.2799
2016-03-23,108.0968
2016-03-22,107.9508
2016-03-21,107.7586
2016-03-18,107.5540
2016-03-17,107.3700
2016-03-16,107.1831
2016-03-15,107.0284
2016-03-14,106.8999
2016-03-11,106.7717
2016-03-10,106.6477
2016-03-09,106.5559
2016-03-08,106.4588
2016-03-07,106.3811
2016-03-04,106.2846
2016-03-03,106.2238
2016-03-02,106.1617
2016-03-01,106.1225
2016-02-29,106.1133
2016-02-26,106.1575
2016-02-25,106.1866
2016-02-24,106.1767
2016-02-23,106.1938
2016-02-22,106.2177
2016-02-19,106.2201
2016-02-18,106.2336
2016-02-17,106.2574
2016-02-16,106.3835
2016-02-12,106.5660
2016-02-11,106.7795
2016-02-10,107.0483
2016-02-09,107.2851
2016-02-08,107.4645
2016-02-05,107.6008
2016-02-04,107.7354
2016-02-03,107.8872
2016-02-02,108.0886
2016-02-01,108.3223
2016-01-29,108.5308
2016-01-28,108.7440
2016-01-27,109.0024
2016-01-26,109.2860
2016-01-25,109.5494
2016-01-22,109.8262
2016-01-21,110.1020
2016-01-20,110.3768
2016-01-19,110.6739
2016-01-15,110.8778
2016-01-14,111.0554
2016-01-13,111.1909
2016-01-12,111.3567
2016-01-11,111.4985
2016-01-08,111.6378
2016-01-07,111.8054
2016-01-06,111.9568
2016-01-05,112.0747
2016-01-04,112.1842
2015-12-31,112.2942
2015-12-30,112.3801
2015-12-29,112.4403
2015-12-28,112.4949
2015-12-24,112.5849
2015-12-23,112.6666
2015-12-22,112.7453
2015-12-21,112.8353
2015-12-18,112.9657
2015-12-17,113.1082
2015-12-16,113.2243
2015-12-15,113.3024
2015-12-14,113.4059
2015-12-11,113.5410
2015-12-10,113.7004
2015-12-09,113.8279
2015-12-08,113.9608
2015-12-07,114.0734
2015-12-04,114.1646
2015-12-03,114.2436
2015-12-02,114.3482
2015-12-01,114.4425
2015-11-30,114.5137
2015-11-27,114.6158
2015-11-25,114.7352
2015-11-24,114.8643
2015-11-23,114.9865
2015-11-20,115.1134
2015-11-19,115.2422
2015-11-18,115.4015
2015-11-17,115.5787
2015-11-16,115.7911
2015-11-13,116.0096
2015-11-12,116.2636
2015-11-11,116.5022
2015-11-10,116.7143
2015-11-09,116.9235
2015-11-06,117.1395
2015-11-05,117.3132
2015-11-04,117.4850
2015-11-03,117.6331
2015-11-02,117.7801
2015-10-30,117.9539
2015-10-29,118.1357
2015-10-28,118.3139
2015-10-27,118.4912
2015-10-26,118.7187
2015-10-23,118.8598
2015-10-22,118.9876
2015-10-21,119.1273
2015-10-20,119.3197
2015-10-19,119.5203
2015-10-16,119.5902
2015-10-15,119.6431
2015-10-14,119.7017
2015-10-13,119.7629
2015-10-12,119.8313
2015-10-09,119.8773
2015-10-08,119.9046
2015-10-07,119.9341
2015-10-06,119.9987
2015-10-05,120.0851
2015-10-02,120.1692
2015-10-01,120.3251
2015-09-30,120.4997
2015-09-29,120.6561
2015-09-28,120.8550
2015-09-25,121.0571
2015-09-24,121.2177
2015-09-23,121.3975
2015-09-22,121.5926
2015-09-21,121.7796
2015-09-18,121.9382
2015-09-17,122.1309
2015-09-16,122.2705
2015-09-15,122.4086
2015-09-14,122.5634
2015-09-11,122.7508
2015-09-10,122.9150
2015-09-09,123.1009
2015-09-08,123.3086
2015-09-04,123.4863
2015-09-03,123.7230
2015-09-02,123.9161
2015-09-01,124.1403
2015-08-31,124.4063
2015-08-28,124.5957
2015-08-27,124.7876
2015-08-26,124.9746
2015-08-25,125.1942
2015-08-24,125.5085
2015-08-21,125.7897
2015-08-20,125.9920
2015-08-19,126.1386
2015-08-18,126.2680
2015-08-17,126.3675
2015-08-14,126.4642
2015-08-13,126.5718
2015-08-12,126.6922
2015-08-11,126.7979
2015-08-10,126.9159
2015-08-07,127.0169
2015-08-06,127.1455
2015-08-05,127.2578
2015-08-04,127.3681
2015-08-03,127.4852
2015-07-31,127.5875
2015-07-30,127.6406
2015-07-29,127.7109
2015-07-28,127.7806
2015-07-27,127.8679
2015-07-24,127.9723
2015-07-23,128.0681
2015-07-22,128.1351
2015-07-21,128.2249
2015-07-20,128.2741
2015-07-17,128.1661
2015-07-16,128.0671
2015-07-15,127.9895
2015-07-14,127.9489
2015-07-13,127.9062
2015-07-10,127.8507
2015-07-09,127.8319
2015-07-08,127.8610
2015-07-07,127.9015
2015-07-06,127.9141
2015-07-02,127.9312
2015-07-01,127.9430
2015-06-30,127.9644
2015-06-29,128.0147
2015-06-26,128.0612
2015-06-25,128.0699
2015-06-24,128.0691
2015-06-23,128.0544
2015-06-22,128.0137
2015-06-19,127.9860
2015-06-18,127.9693
2015-06-17,127.9327
2015-06-16,127.9121
2015-06-15,127.8963
2015-06-12,127.8891
2015-06-11,127.8705
2015-06-10,127.8236
2015-06-09,127.7735
2015-06-08,127.7730
2015-06-05,127.7777
2015-06-04,127.7504
2015-06-03,127.7073
2015-06-02,127.6393
2015-06-01,127.5741
2015-05-29,127.4994
2015-05-28,127.4315
2015-05-27,127.3300
2015-05-26,127.2220
2015-05-22,127.1409
2015-05-21,127.0257
2015-05-20,126.8906
2015-05-19,126.7463
2015-05-18,126.6034
2015-05-15,126.4642
2015-05-14,126.3191
2015-05-13,126.1587
2015-05-12,126.0227
2015-05-11,125.9108
2015-05-08,125.7879
2015-05-07,125.6381
2015-05-06,125.5116
2015-05-05,125.3973
2015-05-04,125.2538
2015-05-01,125.0938
2015-04-30,124.9351
2015-04-29,124.8100
2015-04-28,124.6343
2015-04-27,124.4624
2015-04-24,124.3365
2015-04-23,124.2227
2015-04-22,124.0994
2015-04-21,124.0492
2015-04-20,124.0149
2015-04-17,123.9506
2015-04-16,123.9698
2015-04-15,123.9514
2015-04-14,123.9172
2015-04-13,123.9106
2015-04-10,123.9026
2015-04-09,123.8871
2015-04-08,123.8792
2015-04-07,123.8788
2015-04-06,123.8750
2015-04-02,123.8715
2015-04-01,123.8926
2015-03-31,123.9337
2015-03-30,123.9553
2015-03-27,123.9437
2015-03-26,123.9670
2015-03-25,123.9879
2015-03-24,124.0306
2015-03-23,124.0155
2015-03-20,123.9748
2015-03-19,123.9604
2015-03-18,123.9932
2015-03-17,124.0266
2015-03-16,124.1048
2015-03-13,124.1827
2015-03-12,124.3054
2015-03-11,124.3735
2015-03-10,124.4612
2015-03-09,124.5350
2015-03-06,124.5645
2015-03-05,124.6297
2015-03-04,124.6548
2015-03-03,124.7077
2015-03-02,124.7366
2015-02-27,124.7747
2015-02-26,124.7910
2015-02-25,124.8242
2015-02-24,124.8280
2015-02-23,124.8006
2015-02-20,124.8024
2015-02-19,124.7928
2015-02-18,124.7793
2015-02-17,124.7918
2015-02-13,124.8236
2015-02-12,124.8647
2015-02-11,124.9357
2015-02-10,125.0130
2015-02-09,125.0864
2015-02-06,125.2047
2015-02-05,125.3104
2015-02-04,125.4168
2015-02-03,125.5400
2015-02-02,125.6425
2015-01-30,125.8056
2015-01-29,125.9927
2015-01-28,126.1502
2015-01-27,126.3713
2015-01-26,126.5643
2015-01-23,126.7199
2015-01-22,126.8861
2015-01-21,127.0631
2015-01-20,127.2943
2015-01-16,127.4556
2015-01-15,127.6172
2015-01-14,127.8215
2015-01-13,128.0111
2015-01-12,128.1890
2015-01-09,128.3762
2015-01-08,128.5261
2015-01-07,128.6897
2015-01-06,128.9084
2015-01-05,129.1157
2015-01-02,129.2745
2014-12-31,129.3973
2014-12-30,129.5474
2014-12-29,129.7066
2014-12-26,129.8620
2014-12-24,129.9923
2014-12-23,130.1333
2014-12-22,130.2707
2014-12-19,130.4231
2014-12-18,130.6236
2014-12-17,130.8409
2014-12-16,131.1510
2014-12-15,131.4752
2014-12-12,131.7807
2014-12-11,132.0567
2014-12-10,132.2509
2014-12-09,132.4576
2014-12-08,132.6305
2014-12-05,132.8241
2014-12-04,133.0000
2014-12-03,133.1675
2014-12-02,133.3312
2014-12-01,133.5266
2014-11-28,133.7433
2014-11-26,133.9546
2014-11-25,134.1737
2014-11-24,134.4000
2014-11-21,134.6250
2014-11-20,134.8734
2014-11-19,135.1311
2014-11-18,135.3819
2014-11-17,135.6307
2014-11-14,135.8496
2014-11-13,136.0730
2014-11-12,136.3219
2014-11-11,136.5893
2014-11-10,136.8408
2014-11-07,137.0945
2014-11-06,137.3751
2014-11-05,137.6707
2014-11-04,137.9837
2014-11-03,138.2902
2014-10-31,138.5769
2014-10-30,138.8688
2014-10-29,139.1673
2014-10-28,139.4855
2014-10-27,139.8079
2014-10-24,140.1632
2014-10-23,140.5225
2014-10-22,140.8876
2014-10-21,141.2659
2014-10-20,141.6300
2014-10-17,141.9118
2014-10-16,142.0018
2014-10-15,142.1274
2014-10-14,142.2263
2014-10-13,142.2960
2014-10-10,142.3714
2014-10-09,142.4115
2014-10-08,142.4450
2014-10-07,142.4342
2014-10-06,142.4790
2014-10-03,142.4738
2014-10-02,142.4742
2014-10-01,142.5015
2014-09-30,142.5253
2014-09-29,142.5091
2014-09-26,142.4954
2014-09-25,142.4750
2014-09-24,142.4702
2014-09-23,142.4150
2014-09-22,142.3693
2014-09-19,142.2998
2014-09-18,142.2154
2014-09-17,142.1331
2014-09-16,142.0636
2014-09-15,141.9903
2014-09-12,141.9330
2014-09-11,141.8826
2014-09-10,141.8246
2014-09-09,141.7681
2014-09-08,141.7341
2014-09-05,141.6971
2014-09-04,141.6432
2014-09-03,141.5962
2014-09-02,141.5288
2014-08-29,141.4660
2014-08-28,141.3907
2014-08-27,141.3184
2014-08-26,141.2409
2014-08-25,141.1505
2014-08-22,141.0861
2014-08-21,141.0320
2014-08-20,140.9642
2014-08-19,140.9123
2014-08-18,140.8598
2014-08-15,140.8170
2014-08-14,140.8036
2014-08-13,140.7823
2014-08-12,140.7595
2014-08-11,140.7456
2014-08-08,140.7294
2014-08-07,140.7256
2014-08-06,140.7574
2014-08-05,140.7643
2014-08-04,140.7709
2014-08-01,140.7391
2014-07-31,140.7141
2014-07-30,140.6503
2014-07-29,140.5500
2014-07-28,140.4390
2014-07-25,140.3074
2014-07-24,140.1940
2014-07-23,140.0657
2014-07-22,139.9591
2014-07-21,139.8435
2014-07-18,139.7746
2014-07-17,139.6793
2014-07-16,139.5822
2014-07-15,139.4852
2014-07-14,139.4448
2014-07-11,139.3829
2014-07-10,139.3480
2014-07-09,139.3168
2014-07-08,139.2742
2014-07-07,139.2488
2014-07-03,139.2105
2014-07-02,139.1641
2014-07-01,139.1188
2014-06-30,139.1035
2014-06-27,139.1649
2014-06-26,139.2209
2014-06-25,139.2984
2014-06-24,139.3721
2014-06-23,139.4449
2014-06-20,139.5000
2014-06-19,139.5652
2014-06-18,139.6125
2014-06-17,139.6489
2014-06-16,139.7064
2014-06-13,139.7636
2014-06-12,139.8188
2014-06-11,139.8955
2014-06-10,139.9580
2014-06-09,139.9910
2014-06-06,139.9953
2014-06-05,139.9974
2014-06-04,140.0055
2014-06-03,140.0360
2014-06-02,140.0693
2014-05-30,140.0832
2014-05-29,140.1176
2014-05-28,140.1617
2014-05-27,140.2171
2014-05-23,140.2478
2014-05-22,140.2616
2014-05-21,140.2795
2014-05-20,140.2871
2014-05-19,140.3176
2014-05-16,140.3166
2014-05-15,140.3148
2014-05-14,140.3220
2014-05-13,140.2951
2014-05-12,140.2150
2014-05-09,140.1276
2014-05-08,140.0761
2014-05-07,140.0413
2014-05-06,140.0000
2014-05-05,139.9633
2014-05-02,139.9074
2014-05-01,139.8477
2014-04-30,139.7552
2014-04-29,139.6165
2014-04-28,139.4955
2014-04-25,139.4018
2014-04-24,139.3591
2014-04-23,139.3067
2014-04-22,139.2304
2014-04-21,139.1463
2014-04-17,139.0586
2014-04-16,139.0033
2014-04-15,138.8505
2014-04-14,138.6852
2014-04-11,138.5054
2014-04-10,138.3607
2014-04-09,138.2058
2014-04-08,138.0333
2014-04-07,137.9078
2014-04-04,137.7612
2014-04-03,137.6531
2014-04-02,137.5289
2014-04-01,137.3893
2014-03-31,137.2325
2014-03-28,137.1029
2014-03-27,137.0014
2014-03-26,136.9072
2014-03-25,136.7691
2014-03-24,136.5916
2014-03-21,136.5130
2014-03-20,136.4565
2014-03-19,136.3804
2014-03-18,136.3509
2014-03-17,136.2891
2014-03-14,136.2411
2014-03-13,136.2464
2014-03-12,136.2264
2014-03-11,136.1709
2014-03-10,136.1063
2014-03-07,136.0458
2014-03-06,135.9647
2014-03-05,135.8826
2014-03-04,135.8064
2014-03-03,135.7392
2014-02-28,135.7034
2014-02-27,135.6533
2014-02-26,135.6006
2014-02-25,135.5651
2014-02-24,135.5414
2014-02-21,135.5139
2014-02-20,135.4957
2014-02-19,135.4551
2014-02-18,135.4334
2014-02-14,135.4076
2014-02-13,135.3738
2014-02-12,135.3672
2014-02-11,135.3846
2014-02-10,135.4104
2014-02-07,135.4754
2014-02-06,135.5400
2014-02-05,135.6449
2014-02-04,135.7725
2014-02-03,135.9237
2014-01-31,136.0771
2014-01-30,136.1769
2014-01-29,136.2685
2014-01-28,136.3764
2014-01-27,136.4796
2014-01-24,136.5693
2014-01-23,136.6346
2014-01-22,136.6550
2014-01-21,136.6829
2014-01-17,136.6187
2014-01-16,136.5284
2014-01-15,136.4562
2014-01-14,136.3978
2014-01-13,136.3655
2014-01-10,136.3590
2014-01-09,136.3058
2014-01-08,136.2498
2014-01-07,136.1838
2014-01-06,136.0903
2014-01-03,136.0506
2014-01-02,136.0005
2013-12-31,135.9661
2013-12-30,135.9003
2013-12-27,135.8507
2013-12-26,135.8199
2013-12-24,135.7845
2013-12-23,135.7803
2013-12-20,135.7909
2013-12-19,135.8348
2013-12-18,135.8767
2013-12-17,135.9421
2013-12-16,136.0530
2013-12-13,136.1347
2013-12-12,136.2939
2013-12-11,136.4477
2013-12-10,136.5771
2013-12-09,136.6804
2013-12-06,136.7807
2013-12-05,136.8799
2013-12-04,137.0049
2013-12-03,137.1375
2013-12-02,137.2677
2013-11-29,137.3796
2013-11-27,137.4607
2013-11-26,137.5541
2013-11-25,137.6743
2013-11-22,137.7724
2013-11-21,137.8372
2013-11-20,137.8608
2013-11-19,137.8691
2013-11-18,137.8765
2013-11-15,137.8959
2013-11-14,137.9348
2013-11-13,137.9892
2013-11-12,138.0246
2013-11-11,138.0679
2013-11-08,138.1150
2013-11-07,138.2063
2013-11-06,138.2993
2013-11-05,138.4064
2013-11-04,138.5497
2013-11-01,138.6599
2013-10-31,138.7878
2013-10-30,138.9186
2013-10-29,139.0380
2013-10-28,139.1304
2013-10-25,139.2959
2013-10-24,139.4721
2013-10-23,139.6378
2013-10-22,139.8371
2013-10-21,140.0523
2013-10-18,140.3033
2013-10-17,140.5457
2013-10-16,140.7774
2013-10-15,140.8362
2013-10-14,140.9270
2013-10-11,140.9853
2013-10-10,141.0568
2013-10-09,141.1505
2013-10-08,141.2976
2013-10-07,141.4864
2013-10-04,141.6299
2013-10-03,141.7452
2013-10-02,141.8664
2013-10-01,141.9736
2013-09-30,142.0618
2013-09-27,142.1697
2013-09-26,142.2538
2013-09-25,142.2903
2013-09-24,142.3389
2013-09-23,142.3809
2013-09-20,142.4086
2013-09-19,142.4513
2013-09-18,142.4446
2013-09-17,142.4224
2013-09-16,142.4334
2013-09-13,142.4299
2013-09-12,142.4410
2013-09-11,142.4738
2013-09-10,142.5076
2013-09-09,142.6033
2013-09-06,142.7251
2013-09-05,142.8785
2013-09-04,143.0182
2013-09-03,143.1760
2013-08-30,143.3246
2013-08-29,143.5014
2013-08-28,143.6763
2013-08-27,143.8618
2013-08-26,144.0424
2013-08-23,144.1969
2013-08-22,144.3443
2013-08-21,144.4982
2013-08-20,144.6601
2013-08-19,144.8297
2013-08-16,145.0077
2013-08-15,145.1727
2013-08-14,145.3343
2013-08-13,145.4732
2013-08-12,145.6017
2013-08-09,145.7228
2013-08-08,145.8653
2013-08-07,146.0090
2013-08-06,146.1462
2013-08-05,146.2642
2013-08-02,146.3177
2013-08-01,146.3772
2013-07-31,146.4284
2013-07-30,146.4920
2013-07-29,146.5425
2013-07-26,146.5911
2013-07-25,146.6237
2013-07-24,146.6589
2013-07-23,146.7039
2013-07-22,146.7739
2013-07-19,146.8586
2013-07-18,146.9532
2013-07-17,146.9836
2013-07-16,147.0657
2013-07-15,147.1599
2013-07-12,147.2537
2013-07-11,147.3781
2013-07-10,147.4941
2013-07-09,147.6207
2013-07-08,147.7639
2013-07-05,147.8554
2013-07-03,147.9494
2013-07-02,148.0703
2013-07-01,148.2197
2013-06-28,148.3753
2013-06-27,148.5365
2013-06-26,148.6337
2013-06-25,148.7445
2013-06-24,148.8558
2013-06-21,148.9907
2013-06-20,149.0999
2013-06-19,149.1832
2013-06-18,149.2000
2013-06-17,149.1738
2013-06-14,149.1741
2013-06-13,149.1869
2013-06-12,149.1767
2013-06-11,149.2044
2013-06-10,149.1914
2013-06-07,149.1628
2013-06-06,149.1138
2013-06-05,149.1016
2013-06-04,149.1050
2013-06-03,149.0572
2013-05-31,148.9675
2013-05-30,148.8897
2013-05-29,148.7906
2013-05-28,148.7108
2013-05-24,148.6314
2013-05-23,148.5810
2013-05-22,148.5231
2013-05-21,148.4517
2013-05-20,148.3542
2013-05-17,148.2703
2013-05-16,148.1723
2013-05-15,148.1279
2013-05-14,148.1030
2013-05-13,148.0792
2013-05-10,148.0659
2013-05-09,148.0226
2013-05-08,147.9967
2013-05-07,147.9469
2013-05-06,147.9276
2013-05-03,147.9206
2013-05-02,147.8878
2013-05-01,147.8857
2013-04-30,147.9243
2013-04-29,147.9207
2013-04-26,147.9671
2013-04-25,148.0860
2013-04-24,148.2125
2013-04-23,148.3747
2013-04-22,148.5417
2013-04-19,148.7679
2013-04-18,148.9666
2013-04-17,148.9159
2013-04-16,148.8270
2013-04-15,148.7019
2013-04-12,148.6148
2013-04-11,148.4946
2013-04-10,148.3491
2013-04-09,148.2144
2013-04-08,148.1180
2013-04-05,148.0181
2013-04-04,147.9150
2013-04-03,147.7816
2013-04-02,147.6257
2013-04-01,147.4414
2013-03-28,147.2827
2013-03-27,147.1072
2013-03-26,146.9638
2013-03-25,146.7957
2013-03-22,146.6482
2013-03-21,146.4779
2013-03-20,146.3015
2013-03-19,146.0801
2013-03-18,145.8783
2013-03-15,145.6757
2013-03-14,145.4438
2013-03-13,145.1942
2013-03-12,144.9949
2013-03-11,144.8138
2013-03-08,144.6359
2013-03-07,144.4501
2013-03-06,144.2747
2013-03-05,144.1111
2013-03-04,143.9715
2013-03-01,143.8489
2013-02-28,143.7575
2013-02-27,143.6950
2013-02-26,143.6091
2013-02-25,143.5686
2013-02-22,143.5513
2013-02-21,143.4808
2013-02-20,143.4496
2013-02-19,143.4033
2013-02-15,143.3412
2013-02-14,143.2680
2013-02-13,143.2131
2013-02-12,143.1505
2013-02-11,143.0874
2013-02-08,143.0212
2013-02-07,142.9313
2013-02-06,142.8682
2013-02-05,142.7849
2013-02-04,142.6864
2013-02-01,142.5712
2013-01-31,142.4332
2013-01-30,142.3235
2013-01-29,142.2050
2013-01-28,142.0784
2013-01-25,141.9342
2013-01-24,141.7864
2013-01-23,141.6438
2013-01-22,141.4938
2013-01-18,141.4679
2013-01-17,141.4652
2013-01-16,141.4745
2013-01-15,141.4996
2013-01-14,141.5265
2013-01-11,141.5522
2013-01-10,141.5514
2013-01-09,141.5738
2013-01-08,141.6048
2013-01-07,141.6284
2013-01-04,141.6485
2013-01-03,141.6565
2013-01-02,141.6458
2012-12-31,141.6190
2012-12-28,141.6623
2012-12-27,141.7318
2012-12-26,141.7603
2012-12-24,141.8006
2012-12-21,141.8350
2012-12-20,141.8552
2012-12-19,141.8558
2012-12-18,141.8520
2012-12-17,141.8391
2012-12-14,141.8564
2012-12-13,141.9014
2012-12-12,141.9439
2012-12-11,141.9731
2012-12-10,141.9846
2012-12-07,142.0195
2012-12-06,142.0650
2012-12-05,142.1445
2012-12-04,142.2411
2012-12-03,142.3292
2012-11-30,142.4173
2012-11-29,142.4984
2012-11-28,142.5598
2012-11-27,142.6158
2012-11-26,142.6839
2012-11-23,142.7291
2012-11-21,142.7663
2012-11-20,142.8513
2012-11-19,142.9540
2012-11-16,143.0420
2012-11-15,143.1818
2012-11-14,143.3405
2012-11-13,143.5074
2012-11-12,143.6364
2012-11-09,143.7542
2012-11-08,143.8688
2012-11-07,143.9788
2012-11-06,144.0755
2012-11-05,144.1294
2012-11-02,144.1979
2012-11-01,144.2782
2012-10-31,144.3057
2012-10-26,144.3721
2012-10-25,144.4583
2012-10-24,144.5707
2012-10-23,144.6982
2012-10-22,144.8206
2012-10-19,144.8993
2012-10-18,144.9948
2012-10-17,145.0688
2012-10-16,145.0613
2012-10-15,144.9018
2012-10-12,144.7693
2012-10-11,144.6508
2012-10-10,144.5597
2012-10-09,144.4658
2012-10-08,144.3384
2012-10-05,144.1815
2012-10-04,144.0102
2012-10-03,143.8383
2012-10-02,143.6613
2012-10-01,143.4904
2012-09-28,143.3069
2012-09-27,143.1639
2012-09-26,143.0406
2012-09-25,142.9427
2012-09-24,142.8286
2012-09-21,142.7075
2012-09-20,142.5740
2012-09-19,142.4348
2012-09-18,142.2891
2012-09-17,142.1311
2012-09-14,141.9687
2012-09-13,141.8081
2012-09-12,141.6508
2012-09-11,141.5282
2012-09-10,141.4105
2012-09-07,141.3244
2012-09-06,141.2578
2012-09-05,141.1957
2012-09-04,141.1918
2012-08-31,141.1951
2012-08-30,141.1940
2012-08-29,141.2145
2012-08-28,141.2104
2012-08-27,141.2093
2012-08-24,141.1961
2012-08-23,141.1523
2012-08-22,141.1378
2012-08-21,141.1004
2012-08-20,141.0417
2012-08-17,140.9547
2012-08-16,140.8554
2012-08-15,140.7597
2012-08-14,140.6978
2012-08-13,140.6362
2012-08-10,140.5629
2012-08-09,140.4840
2012-08-08,140.4162
2012-08-07,140.3381
2012-08-06,140.2577
2012-08-03,140.1928
2012-08-02,140.1300
2012-08-01,140.1253
2012-07-31,140.1099
2012-07-30,140.0825
2012-07-27,140.0444
2012-07-26,140.0097
2012-07-25,140.0098
2012-07-24,140.0519
2012-07-23,140.1055
2012-07-20,140.1532
2012-07-19,140.1781
2012-07-18,140.1614
2012-07-17,140.2478
2012-07-16,140.4030
2012-07-13,140.5447
2012-07-12,140.6715
2012-07-11,140.8434
2012-07-10,140.9873
2012-07-09,141.1193
2012-07-06,141.2044
2012-07-05,141.2657
2012-07-03,141.2717
2012-07-02,141.2685
2012-06-29,141.2667
2012-06-28,141.2685
2012-06-27,141.3313
2012-06-26,141.3721
2012-06-25,141.4289
2012-06-22,141.4737
2012-06-21,141.5071
2012-06-20,141.5457
2012-06-19,141.5064
2012-06-18,141.4642
2012-06-15,141.4305
2012-06-14,141.3843
2012-06-13,141.3955
2012-06-12,141.4361
2012-06-11,141.4563
2012-06-08,141.5067
2012-06-07,141.5198
2012-06-06,141.5433
2012-06-05,141.5739
2012-06-04,141.6749
2012-06-01,141.7877
2012-05-31,141.8948
2012-05-30,141.9484
2012-05-29,141.9792
2012-05-25,141.9826
2012-05-24,142.0175
2012-05-23,142.0271
2012-05-22,142.0364
2012-05-21,142.0356
2012-05-18,142.0212
2012-05-17,142.0339
2012-05-16,142.0175
2012-05-15,141.9739
2012-05-14,141.9396
2012-05-11,141.8987
2012-05-10,141.8317
2012-05-09,141.7718
2012-05-08,141.7014
2012-05-07,141.6259
2012-05-04,141.5283
2012-05-03,141.4107
2012-05-02,141.2581
2012-05-01,141.0905
2012-04-30,140.9204
2012-04-27,140.7602
2012-04-26,140.6007
2012-04-25,140.4558
2012-04-24,140.3372
2012-04-23,140.2680
2012-04-20,140.2174
2012-04-19,140.1517
2012-04-18,140.0859
2012-04-17,140.0097
2012-04-16,139.8257
2012-04-13,139.7067
2012-04-12,139.5842
2012-04-11,139.4225
2012-04-10,139.2974
2012-04-09,139.1734
2012-04-05,139.0090
2012-04-04,138.8335
2012-04-03,138.6461
2012-04-02,138.4048
2012-03-30,138.1591
2012-03-29,137.9203
2012-03-28,137.6822
2012-03-27,137.4535
2012-03-26,137.2218
2012-03-23,136.9769
2012-03-22,136.7603
2012-03-21,136.5391
2012-03-20,136.3251
2012-03-19,136.1132
